id,price
161,210415.06384670513
162,1178393.2666540807
163,580120.9156142997
164,280764.1932016351
165,601360.1234024257
166,2205583.605268023
167,412851.6067617158
168,178205.62591336673
169,339253.3837597704
170,857347.7471864864
171,725681.4734699555
172,192750.20499231876
173,1618088.0497677303
174,212868.08208254696
175,256061.87837833742
176,2117556.376721084
177,1674301.1143919842
178,207992.18923266663
179,368672.61009073624
180,163560.29590045358
181,1019258.7724583417
182,1553547.4952733354
183,133232.00094456994
184,489585.64574752236
185,553214.4929486043
186,586880.8756073561
187,224027.824847723
188,525968.1354430671
189,959436.3704908461
190,653488.5829413029
191,461612.931867127
192,791424.5438235947
193,366362.37144985027
194,480320.8235926989
195,368586.41203440237
196,402919.86419478524
197,369482.1833373503
198,121571.71574903768
199,650590.7438782125
200,271570.53438556206
201,237130.10444345954
202,440820.84125086165
203,2288207.6327099223
204,853816.657819971
205,1162136.6232933765
206,697343.7681644516
207,1111553.1036229585
208,2585870.288520883
209,846455.2278870802
210,289514.49789184233
211,718885.566670193
212,312396.4202511716
213,387534.6231421976
214,249726.99119342968
215,408364.7841491024
216,1117888.6068341164
217,437492.79945923766
218,830898.0132752717
219,1453994.3402588423
220,698801.8529794046
221,496241.2949883345
222,961257.1504803629
223,740989.7297322627
224,738929.7426443347
225,345531.6656288873
226,4263960.087027809
227,103404.14163507347
228,422328.2126150069
229,774775.4189604415
230,615054.9251098866
231,593300.7612810375
232,672632.7639685113
233,137198.13662760158
234,609541.0488379038
235,741319.6888659832
236,865349.3185373453
237,931062.2133974645
238,273365.8907069773
239,848385.2750339743
240,585451.4787730041
241,675398.457478184
242,339645.05843174405
243,124597.85582197603
244,199294.97094022832
245,192676.68647658266
246,768677.5296087
247,802384.2278240328
248,757830.6832073398
249,782297.3764672813
250,1032527.2252580561
251,170839.0794519682
252,264665.1124461582
253,331019.2740748164
254,1388178.4857561805
255,488162.4702647065
256,5941246.0444913795
257,2573783.894447025
258,668143.2430557109
259,1157921.0163153054
260,175265.8284523539
261,548920.3946785457
262,427121.15567290294
263,167185.54281915986
264,1061936.895010314
265,4551697.172426786
266,203399.9774521629
267,324379.25960159046
268,785104.9553974052
269,4753014.318785571
270,325852.12581627234
271,168584.43811349117
272,422154.54336791066
273,472205.21788849693
274,216217.95196774352
275,1564823.236756754
276,814549.8396928412
277,1172204.8593126284
278,632387.4832795908
279,1520117.435994987
280,1333781.586458017
281,255652.47232230473
282,895916.2501302238
283,987046.3203669438
284,438249.2560577943
285,1241373.3221054084
286,333733.621641714
287,187099.20769436547
288,770330.0072598462
289,649984.5635684364
290,1529843.9269795492
291,296437.03367494594
292,798783.7680405144
293,820386.4590316174
294,477160.91198328976
295,714518.8323353139
296,470024.6785574198
297,3081987.0430967184
298,389486.4023950545
299,436223.77475334576
300,233591.09317724145
301,238653.37587865925
302,378570.2658336272
303,598493.005076132
304,324657.46292469243
305,392511.5880163134
306,316551.85366535466
307,723163.7380844168
308,2684435.393678502
309,582127.7014536314
310,396126.4740437489
311,555960.775171687
312,781612.4756471309
313,928952.350707233
314,1656850.0753328828
315,504917.7080638604
316,225709.1728265569
317,711293.3661673396
318,314868.1446131899
319,300285.95091580326
320,1299990.4659175572
321,523745.02976699965
322,1978889.957209526
323,544219.5370001158
324,1266465.795106913
325,794914.5167274673
326,2197779.4679154456
327,199497.52481967543
328,321457.59120995214
329,581429.6810365441
330,133879.88091455458
331,542612.9195797394
332,586558.4871304138
333,512241.9068410234
334,440225.3195324025
335,823705.2187735128
336,1672143.194533551
337,460602.1943304079
338,460175.4797927766
339,333866.5503646729
340,1123914.4413746921
341,2535122.767052896
342,312436.7282054765
343,526345.8763923717
344,174543.53211211826
345,427549.20810834377
346,326082.2591863716
347,226017.9975401439
348,677533.3193235089
349,318539.85554217437
350,504043.1703494083
351,356049.8745778183
352,220931.15174993878
353,624772.9740640048
354,299633.3325162418
355,547040.5309997116
356,218274.12293287646
357,496702.9400059939
358,800560.5412831816
359,2271287.844629557
360,667643.393159244
361,208356.02012823796
362,178676.76547094272
363,406317.2214633572
364,314396.8541356926
365,539220.393992672
366,235011.232093454
367,975339.6936870709
368,660647.8135373407
369,366462.2482679703
370,791006.3570171084
371,738607.7051368349
372,3375660.4727026015
373,124772.7706928805
374,498608.613342605
375,219739.23472951748
376,303183.5614317707
377,1050070.199026951
378,366768.84294165287
379,792891.7469878311
380,568208.7029749707
381,361541.31912833743
382,174203.07553942432
383,265460.5273533301
384,3558565.155069697
385,736027.2005865464
386,425642.884667638
387,462095.30526383093
388,679288.9787926942
389,220270.26315192395
390,215163.15250323067
391,494007.20999579376
392,1187688.8574643598
393,110365.30311599787
394,224458.4003628245
395,788165.6297513896
396,447035.6371188646
397,5834564.496323768
398,348604.1869615397
399,323051.44929843
400,189109.78345710668
401,477993.979084168
402,532130.5588535675
403,165671.28128781624
404,1164715.455733795
405,933309.782442544
406,4077541.0247927215
407,2658933.280584828
408,207129.40206742985
409,11065960.561265895
410,340531.17660287017
411,867148.350416054
412,1292908.9103524191
413,966414.3877452319
414,1182298.6558500922
415,885760.3182391962
416,229789.87456659542
417,1300248.8079953059
418,308309.66808086773
419,303497.5311540101
420,374125.43383806973
421,455533.8670400443
422,1164760.4878115114
423,222377.8761841152
424,427364.52298339375
425,716082.5612186607
426,348113.7698258447
427,507201.7805559202
428,358527.8765369714
429,1282657.149801801
430,2065175.3114714264
431,582164.9036636935
432,353206.0330775754
433,375892.1502885362
434,495739.1496033839
435,13597383.964512208
436,527988.262297575
437,2292040.143914535
438,1090401.7750374167
439,1396817.5329722932
440,278154.8755002658
441,833923.3823993584
442,138447.46086999413
443,717554.9946711157
444,495004.2436480895
445,700401.7512647423
446,395634.2450892647
447,629360.1159937755
448,325865.7908536298
449,564030.4214968402
450,434316.75495841575
451,365623.266735274
452,868938.8494294258
453,137978.7741375257
454,238590.2864140197
455,480914.19848656753
456,753312.5509245099
457,1658433.35017868
458,1563073.876756794
459,1373823.2276906515
460,1011654.9178959354
461,244040.96380493045
462,827444.0288576855
463,817580.1539239666
464,542419.4386042467
465,2009124.4045794315
466,1059183.525450828
467,576706.2397044449
468,627246.4696645159
469,1233055.4264419614
470,924318.2902513874
471,429815.01072790194
472,663608.7874771529
473,308305.264289503
474,569876.1645121748
475,881170.5589764451
476,854664.4628296499
477,766104.0385876612
478,126835.52675950079
479,959168.0694956733
480,340182.7607435978
481,123575.6597372755
482,1201442.8362581357
483,755836.7857423157
484,922019.8861627793
485,1227688.8782975478
486,579062.3084916299
487,427060.66665903345
488,1279604.4910956488
489,571787.8510291167
490,403638.1866843243
491,804982.4726177666
492,848668.1392531885
493,446303.8974262889
494,342625.07684593316
495,558295.5162060739
496,932355.3405406001
497,1715340.767233346
498,323964.5527475041
499,438726.4317200818
500,1999865.8096227073
501,166355.80531254632
502,889249.8289151762
503,302477.80961348745
504,932562.7389428931
505,191496.6277274512
506,513362.94773316383
507,244922.29336223513
508,198146.85043625341
509,767534.353027477
510,554929.1235167469
511,364199.66581797367
512,514157.92419669364
513,465910.9409563296
514,721846.0582198116
515,5233756.372911787
516,2043737.813317179
517,268095.58185691613
518,688397.3978246748
519,633392.980170249
520,359108.5829157991
521,448783.4176764019
522,2130704.506075664
523,721976.7660681361
524,442757.2053997731
525,924320.4954452969
526,457292.72661150096
527,1933540.1875227238
528,1381925.8224387404
529,1773226.765151052
530,1044954.0085057147
531,363841.92356076615
532,645094.4455490926
533,889223.5558030027
534,759465.7087309822
535,401429.23833065317
536,558445.4317773206
537,671186.0745476071
538,1573450.6959448617
539,179455.53201671113
540,2112142.7482252847
541,732126.2107126391
542,1368964.444868396
543,892674.6477940825
544,491075.3021956468
545,787821.0723839407
546,939363.8496627195
547,373138.2069323611
548,480952.1311784482
549,2501878.733709486
550,667167.7151434025
551,774275.0743660073
552,1105866.5810636897
553,489153.0613360758
554,544411.8360481745
555,363871.58685457916
556,480887.31301444175
557,789215.3391353803
558,363811.9967222784
559,3896290.3208641233
560,671256.5512851254
561,1472552.8300816761
562,784890.541064424
563,1114436.0802519391
564,646117.9338235399
565,359142.84121877945
566,289992.0306620845
567,306545.778694388
568,347735.9592080334
569,639247.5063455085
570,328241.7112430448
571,823219.5621070385
572,691896.3790017677
573,220501.6737748559
574,370905.2389491672
575,957772.8422147869
576,493382.63444073376
577,523980.2193781572
578,239851.57616733795
579,338663.5128922855
580,638345.0025242381
581,1132809.4681154424
582,411365.0341005393
583,535264.0039325998
584,226097.17059738573
585,839538.5930180072
586,442275.8351000291
587,354953.416289381
588,275380.7003747424
589,803051.265144387
590,383423.1291045109
591,552420.4216971102
592,241339.15073611308
593,158597.51248922624
594,779948.6130184424
595,501562.58134896174
596,400873.93393840245
597,787626.7676889416
598,338726.23242819484
599,522971.13680668373
600,395901.9407492918
601,649096.4425140269
602,396308.05865133536
603,871607.4018434148
604,594514.0058989458
605,755087.8679396694
606,676769.2415350446
607,1120918.0868946533
608,241855.58811703423
609,489724.29070673126
610,564438.1794354666
611,659730.3190477525
612,383260.1796482409
613,798383.4119210751
614,1449179.0356780577
615,285313.2435920762
616,360829.24284701626
617,797495.9037718824
618,1281499.5019349668
619,608598.1241711844
620,189586.20193657733
621,8373977.007350255
622,756969.7774989898
623,2058829.4810766596
624,477759.82112656353
625,290612.2451631547
626,226809.54184021644
627,330543.71354957914
628,2650392.54253444
629,186451.87234963442
630,242441.42071910837
631,405866.7236376455
632,352773.5574296097
633,694103.4939288591
634,314473.11114363826
635,965443.8129564896
636,535772.3486288708
637,354153.90583539894
638,355670.59109963325
639,300626.01433789905
640,660956.9022288176
641,1331024.1596116195
642,3000728.1162372455
643,337674.05598051555
644,128795.03683245863
645,234131.3203268358
646,241189.79760844616
647,458933.83201585466
648,1548628.070191544
649,322880.383093938
650,355635.16448357864
651,200201.83517103927
652,231914.24610661558
653,1139221.0036268444
654,1038181.461776695
655,859792.8443244114
656,959169.9687789537
657,459324.9638603818
658,516587.9750944694
659,747210.2750662212
660,617913.7073867471
661,8372736.502806621
662,331858.52928367304
663,293021.9183992268
664,319991.2946063931
665,399831.8505951727
666,401747.93700791185
667,163154.59704721154
668,2113913.134639696
669,439511.16009784985
670,170359.86168291885
671,1317488.708357911
672,730309.82087827
673,555245.683094685
674,517591.34716836805
675,475393.5729673221
676,253104.3523517449
677,604702.899416665
678,456406.92131966964
679,386555.20013343764
680,346916.05822429404
681,144455.6260761012
682,1497968.938796407
683,639682.685445824
684,661745.4841832562
685,1883652.9678500046
686,647931.3167821413
687,500918.2930649207
688,510102.8835204779
689,147114.416745783
690,4938016.011378371
691,471750.91353816824
692,2132318.666508017
693,1180628.107588381
694,1259119.2109867749
695,681339.2396737773
696,512572.8885772115
697,248834.37334253517
698,891567.1873195877
699,293097.36737748963
700,952575.6070016475
701,970412.977801271
702,479612.66380721575
703,632493.541715234
704,227493.13304601377
705,241330.54531827086
706,547477.6042661183
707,2260843.214529289
708,177714.6700352055
709,617027.4972439422
710,621293.0310778623
711,485202.64913939394
712,649365.5899336353
713,600380.0341320042
714,1166331.2390351682
715,376272.6977675555
716,467649.00636227103
717,707630.9200442489
718,1386626.5541059487
719,375111.88876745285
720,449899.27625968197
721,852552.603545863
722,1129972.3124730242
723,212605.2722330343
724,672392.645320518
725,193425.01511182147
726,226905.82581650768
727,837577.4115836888
728,1215796.4385862013
729,302928.77783020417
730,259578.96580506867
731,463494.939429959
732,552638.9013680599
733,241962.97307029058
734,212503.89195374952
735,2019602.5908811688
736,344273.62038063194
737,929757.750867585
738,269780.9760377158
739,156029.09653769323
740,921640.4444683895
741,232186.0525704429
742,784724.8885520371
743,1100472.698132936
744,432033.4246118268
745,251347.0623899729
746,408788.49736115366
747,829408.4058341021
748,1031815.0387738554
749,518864.8376029818
750,3056749.61495157
751,1812900.0822369298
752,479730.9719790044
753,159616.3957761029
754,261662.8025677423
755,905766.8906531564
756,1807821.9634809047
757,967838.2908744932
758,894794.7281796882
759,508308.9601709033
760,507579.76808807807
761,868313.0636759166
762,717667.8436884477
763,1210804.9101907015
764,532718.158637196
765,561295.7099206367
766,1923044.5732206297
767,633416.9563239143
768,251616.67480444536
769,365876.10534153396
770,394450.9461444897
771,342928.39123788034
772,131531.72657948773
773,145817.4280937289
774,675601.3700067742
775,682926.6003621636
776,651568.8286008331
777,116979.45309353556
778,253152.76940642088
779,216923.95631305332
780,472399.8705371048
781,1526474.7162052598
782,423835.1385898514
783,225119.96225339017
784,1420405.7628066058
785,572092.2567335756
786,666439.1060237748
787,448926.3911288355
788,962446.2994909972
789,1456761.0926067042
790,166311.9779554312
791,10222520.329362726
792,391264.94037875603
793,510973.56613670324
794,303832.9703843134
795,640143.7348046643
796,190039.94317548216
797,837369.844762939
798,246346.92821930198
799,255000.2467010084
800,383889.00822827546
801,507255.3755855313
802,536543.9593019657
803,553555.3751465287
804,244711.08670198626
805,136708.61585747515
806,623023.2799991355
807,3949354.554022468
808,947660.512287938
809,468036.3679221744
810,763949.9342554221
811,1250324.8929525663
812,801818.345141252
813,153933.77102789818
814,362355.18505254784
815,511623.6746065717
816,635675.0448850661
817,493614.8108402097
818,635550.1016154127
819,1444108.8663895803
820,535078.3713791327
821,702414.3367528042
822,1990593.799342816
823,825380.6081804186
824,348422.8450395105
825,410991.9002294536
826,430177.627185398
827,338941.00908265566
828,1275929.5312067755
829,458868.31784011534
830,3864993.4450400234
831,326225.2153354167
832,632909.7891009091
833,282227.56593204045
834,616911.7058767946
835,1249029.2953630914
836,401982.3691419041
837,1241901.0684833182
838,1940732.393124027
839,1651040.5347341557
840,194389.8019451254
841,699920.8643404273
842,1326085.2131243139
843,187227.6155942668
844,809550.2898862225
845,346921.4055538451
846,457021.5233297895
847,688208.3523808337
848,1235511.6453543724
849,242351.45398525777
850,2032925.32095823
851,404559.35132832953
852,427833.7639970492
853,785508.9001399297
854,243001.68506620819
855,211055.4466675825
856,467260.06868246023
857,164305.71007673373
858,692272.054281403
859,2083758.67045432
860,1261850.4115669176
861,304133.9663099154
862,980562.4872625186
863,638728.9107287863
864,2334904.4377908735
865,644249.973929337
866,538791.6435619815
867,1330830.3887213818
868,1290677.9623766483
869,1220146.0536762546
870,139823.50436895952
871,524661.411572482
872,759796.4638006161
873,765771.2498415436
874,480278.9811743175
875,3291876.457027275
876,2276330.4951080084
877,319940.90282232914
878,235520.20473426802
879,1777196.83072962
880,188869.1840083134
881,832875.0270538616
882,440607.27434078406
883,409404.5144507522
884,197803.39917791082
885,617364.7659428598
886,229562.86540273094
887,110725.21315690549
888,390698.46714357485
889,1556188.8568928875
890,408679.2363041362
891,145585.08124558593
892,620077.3564152266
893,777412.4541896334
894,172220.6166234275
895,475305.24381515005
896,191736.24732557283
897,244465.82666282792
898,432663.21637011
899,248931.25965687085
900,670132.9076775601
901,137209.1370079951
902,561959.1020393345
903,135221.2270518043
904,370463.80488388496
905,662976.8785332994
906,473846.51491308876
907,349169.31958135695
908,376815.01694675355
909,691067.9419564764
910,278212.2719086618
911,631275.8463792525
912,1377893.8947875442
913,212440.92366729042
914,1213429.0035003722
915,1165317.9287998234
916,2151421.4077718845
917,1435682.6897586589
918,375607.74854455376
919,2328109.308247922
920,2203726.1892303526
921,225943.10685259599
922,268498.5797040536
923,387805.1252843132
924,498797.5274928663
925,112272.36173018673
926,2006219.997215531
927,688923.7485728513
928,534765.1781745693
929,1049878.8420794327
930,1307945.271555313
931,710969.5045729964
932,628173.2163372907
933,1117916.696937104
934,510458.7497886468
935,791149.1784201838
936,564705.7814915207
937,567681.0074014367
938,1685130.2313988311
939,470264.7769909118
940,1614294.4785132052
941,1738275.0232263047
942,711251.6513546485
943,235732.55850221566
944,189660.38723813352
945,375690.2731797294
946,1361540.9727692557
947,394605.54430413747
948,629055.8744719072
949,3724337.2987592216
950,781859.7171407688
951,1294157.5502247298
952,234827.01058426267
953,269685.60660970357
954,1388988.932539103
955,1018441.6610142984
956,204125.25485646963
957,841511.446998332
958,539228.8243385103
959,1905059.483404163
960,135300.21189891087
961,224342.1350134887
962,1454704.4184820866
963,2819737.5904864944
964,825555.9203437881
965,604542.3000838474
966,992913.497255234
967,878723.0726487213
968,632616.1345520103
969,504717.0104360336
970,689030.9306527073
971,523561.0830974308
972,228593.75885623257
973,640985.0373749029
974,1313756.8076332104
975,4906119.7811087575
976,1780201.6731754844
977,1278598.4041496867
978,575243.8335467255
979,888955.7038024641
980,364147.64104662614
981,705077.9654599212
982,992985.5116882436
983,182350.06481043273
984,904444.9743302189
985,336238.23955431854
986,1942865.469271167
987,247386.4832703519
988,756505.6636950918
989,415093.00045795273
990,235402.884503412
991,952133.3032004326
992,364752.2354562138
993,424138.5290006001
994,594532.0203498888
995,639090.800358975
996,1305194.3103955807
997,925326.3272953748
998,412225.97534239246
999,188122.48947575525
1000,468996.6437266886
1001,1023332.2012767552
1002,725923.7193940979
1003,2704438.9756988236
1004,359375.2947500127
1005,854713.3758545604
1006,1070182.6050501429
1007,702415.9516700343
1008,573612.854588794
1009,685072.1013275653
1010,1143054.0750920353
1011,862052.0564002164
1012,342946.8442376319
1013,1592353.3525719885
1014,181382.72312398546
1015,230301.00305509946
1016,1134141.144555143
1017,314666.15365331667
1018,640999.4996091983
1019,573569.8942286811
1020,212971.83428303018
1021,1802656.330703679
1022,444785.63755935687
1023,715344.065382895
1024,553273.8893081
1025,1095379.5979533284
1026,604264.3214918718
1027,434120.5428448209
1028,1211294.9823050378
1029,1763992.8341517313
1030,268833.28496926243
1031,849586.4607447297
1032,210832.3417932727
1033,522444.8731887232
1034,450338.59734878177
1035,2113441.7501200456
1036,582171.0291381378
1037,1973117.65304027
1038,1626991.8864647264
1039,1628415.2673995902
1040,1911070.1595825
1041,879347.1800868548
1042,2573716.5228336845
1043,144699.20228591777
1044,151704.21641694696
1045,1183878.0120111164
1046,1173044.5958593227
1047,252130.11197208182
1048,330557.0935500283
1049,3231559.793321273
1050,1402334.983886213
1051,500775.76813062956
1052,1052633.8456258094
1053,1425713.311893289
1054,240063.16009555518
1055,749675.2472930962
1056,461463.08658619213
1057,532186.9136475768
1058,613058.1773769212
1059,453482.4624954748
1060,881206.6878853618
1061,349614.1098988593
1062,582659.0357413432
1063,583048.0508166262
1064,508261.3196000823
1065,726476.6296723917
1066,538600.3700123671
1067,221951.45375770837
1068,528761.8450139876
1069,410957.67809797626
1070,158138.03779979702
1071,410164.4706453474
1072,183975.9699538771
1073,366153.9805757203
1074,544190.9684444409
1075,1747101.1434717942
1076,877765.6294557571
1077,308454.55989517673
1078,194754.2480848311
1079,834357.2995664407
1080,131398.52102186228
1081,1015408.2360505774
1082,726233.3526400438
1083,223091.65264630166
1084,197250.51406571298
1085,1122313.9485174725
1086,181244.63999040483
1087,5970236.2357033705
1088,798761.3307703766
1089,130215.85759552853
1090,670394.7102116296
1091,327037.774598381
1092,127845.97869156545
1093,1437377.7010686216
1094,1107820.8500760957
1095,733733.3653941154
1096,854796.8794280626
1097,709005.1531781015
1098,221534.3065534088
1099,249076.26092297223
1100,426432.7337062683
1101,1332051.0052239536
1102,881136.5037105958
1103,829525.1304454973
1104,514250.6617077698
1105,1083351.6405941145
1106,115572.85474601231
1107,2948637.52722018
1108,195547.43842895265
1109,316345.1198964811
1110,448952.68538031226
1111,1314400.9310728915
1112,1550866.6003249763
1113,2004753.9630755982
1114,400739.39111797186
1115,191909.21699592483
1116,219754.0928232295
1117,465136.11340587947
1118,432592.87630341994
1119,803847.4840705309
1120,225031.5243535153
1121,703077.8997403025
1122,674464.9675566355
1123,572898.5338515317
1124,4892511.806556576
1125,291351.16579160147
1126,220571.3711505871
1127,421829.0377564628
1128,174555.3741199106
1129,847013.2615844178
1130,666800.9044424852
1131,423199.7318248745
1132,180498.56318078272
1133,3947912.9160981714
1134,393155.46897167194
1135,188887.11986153433
1136,267221.4964132243
1137,4032682.024232319
1138,875451.9761638795
1139,5673852.656174874
1140,337098.5801874702
1141,254501.703729106
1142,458026.72973240976
1143,787942.5416412475
1144,1177502.8203274664
1145,1557615.2940644743
1146,277946.1512007428
1147,409680.4958121029
1148,480188.27218657243
1149,1198862.8367328392
1150,1514478.9880209658
1151,403570.33286375075
1152,3684890.937695221
1153,680654.6651262679
1154,753174.2669369088
1155,375960.4947709108
1156,355020.51073767606
1157,301076.0616263802
1158,392644.5007144932
1159,388068.72807913047
1160,1258991.4512462066
1161,6127895.990390959
1162,933523.7139883473
1163,419690.52044626686
1164,519157.3589264832
1165,255101.0310220761
1166,1029870.1551821985
1167,1736979.2206711923
1168,3811578.531201216
1169,595142.2311977645
1170,272689.07625269593
1171,559366.7576918207
1172,234413.64160715393
1173,545894.3107879406
1174,213763.94187413808
1175,243535.24047680723
1176,306320.97345703177
1177,230345.14352585358
1178,348248.8467392407
1179,996652.580024234
1180,2341673.81398636
1181,636224.6679399061
1182,1401979.3265101854
1183,1061263.4862985206
1184,1549795.9231591872
1185,2502375.3727644403
1186,87101.74455782701
1187,1802459.1648391415
1188,840495.6715843994
1189,640328.3961185679
1190,2753463.7506738864
1191,829224.3053700596
1192,653489.7119557774
1193,763924.2033861033
1194,379164.354424336
1195,5217667.940302281
1196,306986.4701674358
1197,6073767.897246271
1198,996958.7037489043
1199,2034818.1352414286
1200,326465.4909586653
1201,676297.1161320477
1202,285940.6367772978
1203,418795.6229162337
1204,364234.67616468505
1205,577215.6827664268
1206,335193.93260211067
1207,639947.4629809071
1208,1610861.931364404
1209,1023546.5207812678
1210,659395.888929472
1211,323546.4078025749
1212,225892.83370193036
1213,1009472.6528888883
1214,934239.5169858154
1215,1552573.97194556
1216,838110.6769610036
1217,845718.0481389335
1218,396809.78687343985
1219,262024.69370003731
1220,3622392.972677975
1221,721235.434234669
1222,1126011.6387458853
1223,636986.6851991129
1224,430909.7375363335
1225,555662.880394054
1226,1892432.1803397664
1227,614001.6037956876
1228,679760.558043282
1229,1010176.8678703012
1230,1196594.868095742
1231,1610727.8017400927
1232,844360.2834101927
1233,280566.4803707245
1234,322879.5532518288
1235,486757.99964801397
1236,11704927.46471047
1237,578252.5883261865
1238,2206932.998664933
1239,199903.30663512123
1240,667702.5394585299
1241,288701.22743779473
1242,353819.78381244536
1243,628865.5189299817
1244,448256.5022593188
1245,616783.762840418
1246,301486.2789101987
1247,432343.9337781571
1248,807033.2373617674
1249,1432128.2437744993
1250,393320.823706728
1251,514748.541604498
1252,336137.1181406945
1253,187113.81993653683
1254,1183150.3906083414
1255,518012.3497752512
1256,904949.9900590515
1257,466038.39349805255
1258,805597.7225301261
1259,349958.7790381057
1260,652313.6713513837
1261,5237579.543550966
1262,311034.60248495854
1263,1161775.3813385782
1264,1309525.6756208541
1265,988147.2889146621
1266,1747324.8009849011
1267,544959.5227884289
1268,246057.91999018472
1269,721899.7028898634
1270,609736.86360982
1271,812243.4255050591
1272,223332.4246976325
1273,837724.8739208308
1274,1304969.0651624254
1275,1048803.9763327027
1276,422244.6374487711
1277,227945.98862909526
1278,2144404.1848148853
1279,3550807.57193856
1280,321648.35054332647
1281,371834.75606258225
1282,201922.43013349274
1283,174897.6894073565
1284,619953.6384739076
1285,412540.2325074081
1286,436757.8447368019
1287,664993.6951465686
1288,325475.4976137304
1289,507633.5086048608
1290,296144.82631516666
1291,681031.3014245534
1292,242545.72792175756
1293,569941.2569057033
1294,203858.06994082883
1295,143829.1697269125
1296,476136.3523668092
1297,532142.8662139992
1298,2589922.6361544523
1299,2499198.031917641
1300,723700.3060977974
1301,237847.89453260903
1302,958657.9474501483
1303,1601121.6488225795
1304,310130.61769723846
1305,285719.169274863
1306,242124.38596916315
1307,563624.2146982113
1308,336288.22241961537
1309,616088.0125310741
1310,599960.0746350634
1311,615769.4218287054
1312,1490064.91881096
1313,2351679.022554935
1314,2817053.9021163406
1315,228734.6833379399
1316,336773.35068327584
1317,505349.21317025914
1318,1240979.385140772
1319,2209661.7714604936
1320,153513.9217526886
1321,615585.8855580402
1322,124720.56243007828
1323,889047.4888441069
1324,674056.7144535744
1325,353883.69882294245
1326,494494.21325898345
1327,3240928.4023449635
1328,1078593.2733802355
1329,323807.96825640125
1330,1152361.8970983173
1331,1668685.081235333
1332,906218.0720991679
1333,2124911.66378779
1334,1605466.5072991773
1335,2741822.982328918
1336,535336.4814048988
1337,925412.6221717168
1338,451859.38592012797
1339,794993.0667453152
1340,882112.1963624185
1341,683369.3533963959
1342,408800.16587635654
1343,372697.209254785
1344,1068043.7141230477
1345,380733.6219858002
1346,230919.73227467784
1347,611414.0931787542
1348,1519387.1450555844
1349,336639.40112480684
1350,130311.86625295744
1351,3471175.557950939
